customer_id,category,quantity
4910,Sports,1
4911,Beauty,1
4911,Fashion,2
4912,Beauty,2
4912,Fashion,3
4913,Toys,3
4914,Beauty,6
4914,Books,1
4914,Fashion,1
4914,Home & Kitchen,1
4914,Toys,1
4915,Beauty,1
4915,Home & Kitchen,1
4915,Sports,1
4915,Toys,1
4916,Beauty,1
4916,Fashion,1
4920,Sports,1
4920,Toys,2
4922,Beauty,1
4922,Books,1
4922,Fashion,2
4922,Home & Kitchen,1
4922,Toys,2
4924,Books,3
4925,Fashion,1
4925,Home & Kitchen,2
4926,Beauty,1
4926,Books,1
4926,Home & Kitchen,1
4927,Fashion,1
4927,Toys,2
4929,Books,2
4931,Beauty,2
4931,Fashion,1
4932,Books,2
4932,Electronics,1
4932,Fashion,2
4932,Sports,1
4932,Toys,1
4933,Beauty,7
4933,Books,1
4933,Home & Kitchen,2
4933,Toys,4
4934,Beauty,4
4934,Books,1
4934,Home & Kitchen,3
4935,Fashion,4
4936,Books,1
4936,Electronics,2
4936,Toys,1
4938,Home & Kitchen,1
4939,Beauty,3
4939,Toys,3
4940,Beauty,1
4940,Books,1
4940,Electronics,2
4940,Fashion,2
4941,Books,2
4941,Electronics,4
4941,Sports,2
4941,Toys,1
4942,Fashion,1
4942,Sports,2
4943,Books,2
4943,Fashion,1
4944,Toys,2
4946,Beauty,1
4946,Books,1
4946,Toys,1
4947,Beauty,1
4947,Fashion,1
4948,Fashion,1
4949,Fashion,1
4950,Beauty,1
4950,Books,1
4950,Electronics,5
4950,Sports,2
4951,Beauty,2
4951,Home & Kitchen,1
4951,Toys,2
4952,Books,1
4952,Toys,2
4953,Fashion,1
4953,Sports,2
4954,Electronics,1
4955,Beauty,2
4956,Beauty,1
4956,Toys,2
4957,Books,1
4957,Sports,1
4958,Toys,1
4959,Beauty,5
4959,Books,6
4959,Electronics,1
4959,Fashion,5
4959,Home & Kitchen,5
4960,Beauty,1
4960,Books,12
4960,Fashion,1
4960,Sports,1
4962,Toys,1
4963,Beauty,6
4963,Books,1
4963,Fashion,2
4963,Home & Kitchen,4
4963,Toys,1
4964,Beauty,3
4964,Books,1
4964,Fashion,1
4965,Beauty,1
4965,Books,7
4965,Fashion,1
4965,Toys,5
4966,Beauty,2
4966,Sports,1
4966,Toys,1
4968,Electronics,1
4968,Fashion,2
4968,Toys,1
4969,Sports,1
4969,Toys,2
4970,Beauty,2
4970,Fashion,1
4971,Beauty,1
4971,Toys,2
4972,Fashion,1
4972,Home & Kitchen,1
4973,Books,2
4973,Fashion,3
4974,Books,2
4974,Electronics,1
4974,Fashion,2
4974,Home & Kitchen,1
4974,Toys,1
4975,Books,2
4975,Home & Kitchen,1
4975,Sports,1
4975,Toys,1
4976,Books,3
4976,Toys,4
4977,Books,2
4977,Electronics,2
4977,Fashion,1
4978,Home & Kitchen,2
4978,Toys,1
4981,Beauty,2
4981,Home & Kitchen,1
4981,Toys,2
4982,Books,6
4983,Beauty,1
4983,Books,1
4983,Electronics,1
4983,Fashion,2
4983,Sports,4
4984,Sports,2
4985,Books,2
4985,Electronics,1
4985,Fashion,4
4986,Sports,4
4987,Beauty,1
4987,Fashion,1
4987,Home & Kitchen,1
4988,Books,2
4988,Fashion,1
4988,Toys,2
4989,Beauty,2
4989,Toys,1
4990,Beauty,1
4990,Books,1
4990,Electronics,4
4991,Beauty,1
4991,Fashion,1
4991,Toys,1
4993,Sports,3
4993,Toys,1
4994,Books,4
4994,Fashion,4
4994,Home & Kitchen,2
4994,Toys,2
4995,Home & Kitchen,1
4996,Beauty,1
4996,Fashion,1
4996,Toys,1
4997,Books,3
4998,Books,1
4998,Home & Kitchen,3
4999,Electronics,2
4999,Home & Kitchen,1
4999,Toys,1
5001,Home & Kitchen,2
5001,Sports,1
5002,Beauty,1
5002,Books,1
5002,Fashion,2
5002,Home & Kitchen,1
5003,Electronics,1
5003,Toys,1
5004,Fashion,1
5004,Toys,1
5005,Fashion,1
5006,Books,3
5006,Fashion,1
5006,Home & Kitchen,2
5006,Toys,1
5008,Toys,2
5009,Toys,2
5010,Books,1
5010,Electronics,4
5010,Toys,1
5012,Beauty,1
5012,Books,6
5012,Toys,1
5013,Fashion,1
5013,Toys,1
5014,Beauty,4
5014,Home & Kitchen,1
5014,Sports,1
5014,Toys,1
5015,Beauty,1
5015,Books,1
5015,Fashion,2
5015,Sports,4
5016,Beauty,1
5016,Home & Kitchen,1
5016,Toys,2
5017,Books,5
5018,Books,3
5018,Fashion,1
5018,Sports,2
5021,Fashion,1
5021,Home & Kitchen,4
5021,Sports,1
5022,Beauty,1
5022,Books,1
5022,Fashion,3
5022,Sports,1
5023,Books,2
5023,Sports,2
5025,Beauty,1
5025,Books,1
5026,Home & Kitchen,1
5026,Toys,2
5028,Books,4
5029,Beauty,1
5029,Books,1
5029,Home & Kitchen,2
5029,Sports,3
5029,Toys,1
5030,Books,6
5030,Home & Kitchen,1
5031,Books,1
5032,Beauty,4
5032,Fashion,2
5034,Books,1
5035,Beauty,1
5035,Home & Kitchen,4
5035,Toys,1
5036,Fashion,4
5037,Fashion,1
5037,Home & Kitchen,2
5038,Fashion,1
5038,Toys,4
5039,Books,1
5039,Fashion,1
5039,Toys,5
5040,Home & Kitchen,1
5040,Sports,1
5040,Toys,2
5041,Electronics,4
5041,Fashion,1
5041,Home & Kitchen,1
5042,Fashion,3
5042,Sports,2
5043,Beauty,1
5043,Books,3
5043,Home & Kitchen,1
5044,Books,2
5044,Electronics,3
5044,Fashion,2
5044,Toys,2
5045,Sports,1
5046,Beauty,1
5046,Fashion,1
5046,Toys,2
5047,Books,2
5047,Sports,2
5048,Toys,2
5049,Beauty,1
5049,Home & Kitchen,1
5050,Beauty,3
5050,Books,4
5050,Fashion,1
5050,Home & Kitchen,1
5051,Beauty,1
5051,Sports,1
5052,Electronics,1
5052,Sports,2
5053,Beauty,3
5054,Beauty,1
5054,Books,1
5054,Home & Kitchen,1
5054,Toys,2
5055,Books,1
5056,Sports,3
5057,Beauty,2
5057,Books,3
5057,Fashion,1
5058,Beauty,2
5058,Books,1
5059,Beauty,1
5059,Books,4
5059,Fashion,2
5061,Beauty,1
5061,Books,1
5061,Fashion,2
5062,Beauty,1
5062,Sports,1
5063,Sports,2
5064,Beauty,1
5064,Books,3
5064,Toys,3
5065,Beauty,2
5065,Fashion,3
5066,Books,1
5066,Toys,1
5067,Beauty,1
5067,Home & Kitchen,3
5067,Sports,2
5067,Toys,1
5069,Books,1
5069,Fashion,1
5070,Books,3
5070,Home & Kitchen,1
5071,Beauty,1
5071,Sports,1
5072,Electronics,4
5072,Home & Kitchen,2
5072,Toys,2
5073,Beauty,2
5073,Electronics,1
5073,Home & Kitchen,1
5074,Books,3
5074,Fashion,1
5074,Home & Kitchen,1
5074,Toys,4
5076,Beauty,2
5076,Books,1
5076,Toys,7
5077,Books,1
5077,Electronics,1
5077,Sports,1
5077,Toys,1
5078,Beauty,1
5078,Books,1
5078,Fashion,5
5078,Home & Kitchen,1
5078,Toys,1
5079,Beauty,1
5080,Beauty,1
5080,Books,1
5080,Home & Kitchen,2
5082,Beauty,3
5082,Home & Kitchen,1
5083,Fashion,3
5085,Beauty,2
5085,Toys,9
5086,Toys,1
5087,Books,1
5088,Beauty,2
5088,Toys,1
5090,Beauty,2
5090,Books,1
5090,Electronics,1
5090,Toys,2
5091,Beauty,1
5091,Electronics,4
5091,Home & Kitchen,3
5091,Toys,1
5092,Beauty,2
5092,Books,4
5092,Fashion,1
5093,Books,1
5093,Electronics,1
5093,Toys,1
5094,Books,1
5094,Home & Kitchen,1
5095,Home & Kitchen,1
5095,Sports,1
5095,Toys,1
5097,Beauty,1
5097,Books,2
5097,Sports,1
5097,Toys,4
5098,Books,4
5098,Electronics,1
5098,Fashion,1
5098,Toys,5
5099,Books,2
5099,Fashion,2
5101,Electronics,2
5103,Books,1
5103,Home & Kitchen,1
5104,Electronics,2
5104,Fashion,5
5105,Beauty,1
5106,Books,1
5106,Home & Kitchen,1
5107,Books,1
5107,Home & Kitchen,4
5107,Sports,3
5107,Toys,1
5109,Books,2
5109,Electronics,1
5109,Toys,1
5110,Beauty,1
5110,Books,1
5110,Electronics,1
5110,Home & Kitchen,1
5111,Beauty,1
5111,Books,2
5111,Electronics,4
5111,Home & Kitchen,1
5111,Toys,2
5113,Books,3
5114,Beauty,1
5114,Fashion,1
5114,Toys,2
5115,Beauty,1
5115,Electronics,3
5115,Home & Kitchen,1
5115,Toys,3
5116,Electronics,1
5117,Beauty,2
5117,Electronics,1
5117,Fashion,1
5117,Home & Kitchen,1
5117,Toys,2
5118,Beauty,1
5118,Home & Kitchen,3
5118,Toys,1
5119,Beauty,1
5119,Home & Kitchen,1
5119,Sports,1
5120,Home & Kitchen,3
5121,Fashion,1
5121,Home & Kitchen,9
5122,Sports,1
5123,Fashion,1
5125,Beauty,3
5125,Books,1
5125,Toys,1
5126,Beauty,1
5127,Home & Kitchen,1
5127,Toys,4
5128,Beauty,1
5128,Books,2
5128,Toys,1
5129,Sports,1
5130,Sports,1
5131,Beauty,1
5131,Books,1
5131,Fashion,2
5132,Beauty,2
5132,Books,1
5132,Sports,5
5132,Toys,2
5133,Beauty,7
5133,Books,2
5133,Electronics,1
5133,Home & Kitchen,4
5133,Sports,1
5133,Toys,1
5134,Beauty,1
5134,Fashion,1
5135,Beauty,2
5135,Books,1
5135,Sports,1
5135,Toys,1
5137,Books,3
5137,Home & Kitchen,1
5137,Sports,2
5139,Home & Kitchen,1
5140,Books,1
5140,Fashion,1
5140,Home & Kitchen,1
5141,Books,2
5141,Fashion,1
5142,Books,2
5142,Fashion,2
5142,Home & Kitchen,1
5142,Toys,1
5143,Home & Kitchen,4
5143,Sports,2
5143,Toys,6
5144,Beauty,3
5144,Books,2
5147,Beauty,1
5148,Beauty,6
5148,Books,6
5148,Home & Kitchen,2
5148,Toys,1
5149,Books,2
5153,Books,4
5153,Electronics,1
5153,Fashion,2
5153,Toys,1
5154,Sports,1
5155,Sports,1
5155,Toys,1
5157,Toys,1
5158,Beauty,5
5158,Books,2
5158,Toys,1
5159,Electronics,1
5160,Beauty,3
5160,Electronics,1
5160,Fashion,1
5160,Home & Kitchen,2
5160,Toys,1
5161,Books,1
5161,Home & Kitchen,1
5162,Books,1
5162,Fashion,1
5162,Home & Kitchen,2
5163,Beauty,1
5163,Electronics,2
5164,Beauty,2
5164,Books,6
5164,Home & Kitchen,4
5164,Toys,3
5165,Electronics,1
5166,Beauty,6
5166,Fashion,1
5166,Toys,2
5167,Beauty,6
5167,Toys,5
5168,Beauty,1
5168,Electronics,1
5168,Fashion,2
5168,Sports,1
5170,Beauty,4
5170,Fashion,1
5171,Toys,5
5172,Toys,1
5173,Beauty,1
5173,Books,1
5173,Fashion,3
5173,Home & Kitchen,1
5174,Beauty,3
5174,Books,3
5174,Toys,3
5175,Beauty,1
5175,Books,1
5175,Electronics,3
5175,Toys,4
5177,Beauty,3
5177,Fashion,1
5177,Toys,1
5178,Beauty,1
5178,Home & Kitchen,2
5178,Sports,5
5179,Beauty,1
5179,Sports,2
5180,Books,1
5180,Home & Kitchen,1
5180,Sports,1
5180,Toys,2
5182,Beauty,3
5182,Books,4
5182,Toys,3
5183,Beauty,3
5183,Fashion,1
5184,Home & Kitchen,1
5184,Toys,1
5185,Beauty,1
5185,Fashion,2
5186,Home & Kitchen,2
5186,Toys,2
5187,Toys,1
5188,Beauty,1
5188,Home & Kitchen,2
5188,Sports,5
5189,Beauty,1
5189,Books,1
5189,Home & Kitchen,2
5189,Toys,1
5190,Toys,1
5192,Books,4
5192,Sports,1
5192,Toys,1
5194,Books,1
5195,Home & Kitchen,1
5195,Sports,2
5196,Books,1
5196,Home & Kitchen,1
5197,Sports,3
5198,Books,1
5198,Sports,1
5198,Toys,1
5199,Beauty,1
5199,Books,4
5199,Fashion,6
5199,Home & Kitchen,2
5199,Toys,4
5200,Beauty,1
5200,Books,3
5200,Fashion,2
5200,Toys,4
5201,Toys,1
5203,Books,4
5203,Toys,1
5204,Fashion,4
5205,Fashion,1
5205,Home & Kitchen,1
5206,Beauty,2
5206,Books,1
5206,Fashion,1
5206,Home & Kitchen,3
5206,Sports,1
5208,Electronics,1
5209,Books,5
5209,Electronics,1
5209,Fashion,3
5211,Home & Kitchen,2
5212,Beauty,3
5212,Books,1
5212,Electronics,1
5212,Sports,2
5213,Beauty,4
5213,Books,4
5213,Home & Kitchen,1
5213,Sports,1
5213,Toys,1
5214,Beauty,3
5215,Beauty,1
5215,Books,4
5215,Fashion,1
5215,Sports,1
5215,Toys,1
5216,Fashion,1
5218,Beauty,1
5218,Toys,3
5220,Electronics,4
5220,Home & Kitchen,1
5220,Sports,3
5220,Toys,5
5222,Beauty,1
5222,Books,1
5222,Toys,1
5223,Beauty,1
5223,Fashion,1
5224,Beauty,2
5224,Books,1
5224,Sports,5
5226,Beauty,1
5226,Home & Kitchen,1
5226,Sports,2
5226,Toys,1
5227,Electronics,3
5227,Home & Kitchen,1
5228,Beauty,2
5229,Books,3
5229,Fashion,1
5229,Toys,3
5230,Books,1
5230,Electronics,1
5230,Fashion,8
5230,Sports,1
5231,Books,4
5231,Home & Kitchen,3
5231,Toys,2
5232,Beauty,3
5233,Books,1
5234,Beauty,1
5234,Books,1
5234,Electronics,1
5234,Fashion,1
5234,Home & Kitchen,2
5234,Toys,1
5235,Beauty,1
5235,Books,4
5235,Fashion,1
5235,Toys,4
5236,Beauty,1
5236,Fashion,1
5236,Home & Kitchen,1
5237,Beauty,1
5237,Books,1
5238,Beauty,1
5238,Books,2
5239,Fashion,1
5239,Toys,1
5241,Books,4
5241,Home & Kitchen,1
5241,Toys,4
5242,Beauty,1
5242,Books,1
5242,Sports,1
5243,Books,2
5243,Home & Kitchen,2
5245,Beauty,1
5245,Toys,1
5246,Fashion,1
5246,Home & Kitchen,3
5247,Electronics,1
5247,Fashion,1
5247,Home & Kitchen,3
5247,Toys,1
5248,Beauty,2
5248,Books,1
5248,Toys,3
5249,Books,1
5249,Toys,1
5250,Books,8
5250,Electronics,1
5250,Fashion,2
5250,Toys,3
5251,Beauty,1
5251,Toys,1
5252,Toys,3
5254,Books,1
5254,Fashion,2
5254,Home & Kitchen,1
5254,Toys,1
5255,Beauty,3
5256,Toys,1
5257,Books,3
5257,Sports,1
5258,Beauty,1
5258,Books,4
5258,Home & Kitchen,10
5258,Toys,3
5260,Fashion,1
5262,Sports,1
5262,Toys,5
5263,Fashion,2
5263,Sports,1
5263,Toys,2
5264,Books,5
5264,Electronics,1
5264,Toys,5
5265,Toys,2
5267,Beauty,2
5269,Books,1
5271,Beauty,1
5271,Fashion,1
5271,Toys,4
5272,Beauty,1
5272,Home & Kitchen,1
5272,Toys,2
5273,Electronics,1
5274,Beauty,2
5274,Electronics,1
5274,Toys,5
5276,Home & Kitchen,1
5277,Beauty,2
5278,Toys,1
5279,Electronics,1
5279,Fashion,1
5279,Home & Kitchen,1
5279,Toys,3
5280,Beauty,5
5280,Fashion,4
5280,Sports,2
5282,Beauty,1
5282,Books,1
5284,Books,1
5284,Home & Kitchen,1
5284,Toys,2
5286,Home & Kitchen,1
5286,Sports,2
5287,Beauty,2
5287,Books,2
5287,Home & Kitchen,1
5289,Electronics,1
5289,Home & Kitchen,1
5289,Toys,1
5290,Home & Kitchen,1
5290,Toys,1
5291,Books,1
5292,Beauty,2
5292,Books,1
5292,Fashion,1
5292,Home & Kitchen,4
5292,Toys,3
5293,Beauty,1
5293,Books,1
5294,Beauty,7
5294,Books,2
5294,Home & Kitchen,2
5294,Toys,1
5295,Beauty,1
5297,Books,2
5297,Sports,1
5297,Toys,1
5298,Fashion,2
5299,Beauty,1
5299,Sports,2
5299,Toys,3
5300,Electronics,1
5301,Fashion,1
5301,Home & Kitchen,2
5302,Beauty,1
5302,Books,1
5302,Home & Kitchen,1
5302,Sports,1
5302,Toys,4
5303,Fashion,1
5303,Sports,1
5303,Toys,1
5304,Books,1
5304,Fashion,1
5304,Sports,2
5304,Toys,5
5305,Books,3
5305,Electronics,1
5305,Fashion,1
5305,Sports,3
5305,Toys,1
5306,Beauty,1
5306,Fashion,2
5307,Fashion,1
5307,Home & Kitchen,3
5307,Toys,1
5308,Beauty,1
5308,Electronics,2
5308,Home & Kitchen,1
5310,Toys,3
5311,Beauty,4
5313,Electronics,2
5313,Fashion,1
5313,Home & Kitchen,1
5314,Beauty,5
5314,Books,3
5315,Books,7
5316,Books,1
5317,Fashion,4
5317,Home & Kitchen,3
5317,Toys,5
5318,Books,7
5318,Electronics,1
5318,Home & Kitchen,1
5318,Toys,2
5319,Beauty,1
5319,Sports,1
5320,Beauty,4
5320,Home & Kitchen,1
5320,Sports,1
5320,Toys,2
5321,Home & Kitchen,1
5322,Electronics,1
5322,Fashion,5
5322,Home & Kitchen,2
5322,Sports,2
5322,Toys,3
5325,Books,1
5325,Fashion,1
5326,Beauty,2
5326,Toys,6
5328,Fashion,2
5329,Fashion,10
5329,Toys,2
5330,Books,1
5331,Beauty,3
5331,Books,1
5331,Fashion,2
5333,Beauty,4
5333,Fashion,4
5333,Home & Kitchen,1
5334,Beauty,5
5334,Fashion,2
5334,Sports,1
5336,Books,5
5337,Electronics,1
5337,Home & Kitchen,2
5337,Toys,2
5338,Fashion,1
5338,Toys,1
5339,Beauty,1
5339,Fashion,1
5339,Toys,5
5340,Books,1
5340,Home & Kitchen,1
5340,Toys,1
5341,Books,3
5341,Electronics,1
5342,Electronics,1
5342,Home & Kitchen,2
5342,Toys,4
5344,Electronics,2
5347,Books,1
5347,Electronics,1
5347,Fashion,1
5348,Beauty,1
5348,Fashion,1
5349,Beauty,1
5349,Books,1
5351,Sports,3
5351,Toys,1
5354,Books,1
5357,Beauty,3
5357,Books,2
5357,Home & Kitchen,1
5357,Toys,1
5358,Beauty,3
5358,Books,2
5358,Fashion,1
5359,Home & Kitchen,5
5359,Toys,2
5360,Home & Kitchen,2
5362,Sports,1
5363,Beauty,2
5363,Books,1
5363,Electronics,4
5363,Sports,1
5363,Toys,3
5364,Beauty,1
5364,Fashion,2
5364,Sports,1
5365,Fashion,1
5365,Home & Kitchen,1
5365,Toys,2
5367,Books,1
5368,Toys,2
5369,Books,2
5369,Fashion,1
5370,Beauty,1
5370,Home & Kitchen,3
5370,Sports,1
5370,Toys,1
5371,Home & Kitchen,1
5372,Beauty,1
5372,Books,1
5372,Fashion,1
5372,Home & Kitchen,2
5373,Toys,1
5374,Beauty,2
5374,Books,1
5374,Electronics,3
5375,Home & Kitchen,3
5377,Beauty,1
5377,Books,2
5377,Fashion,2
5377,Home & Kitchen,1
5377,Toys,4
5378,Books,4
5378,Toys,1
5379,Sports,1
5381,Books,6
5382,Beauty,1
5382,Books,4
5382,Electronics,1
5382,Fashion,1
5382,Home & Kitchen,1
5382,Toys,3
5383,Beauty,1
5383,Fashion,1
5383,Home & Kitchen,1
5384,Fashion,3
5384,Home & Kitchen,1
5385,Beauty,1
5385,Books,6
5386,Fashion,1
5387,Sports,1
5388,Beauty,1
5388,Toys,2
5389,Books,1
5389,Electronics,1
5389,Sports,1
5389,Toys,1
5391,Beauty,1
5391,Home & Kitchen,4
5391,Toys,1
5392,Beauty,1
5392,Fashion,1
5392,Toys,4
5393,Books,4
5395,Home & Kitchen,1
5395,Toys,1
5396,Books,2
5397,Books,1
5397,Sports,1
5397,Toys,1
5398,Fashion,2
5400,Electronics,1
5401,Beauty,4
5401,Books,3
5401,Electronics,1
5401,Home & Kitchen,1
5401,Toys,5
5402,Beauty,1
5402,Books,2
5402,Home & Kitchen,6
5402,Sports,2
5402,Toys,3
5403,Books,3
5403,Electronics,1
5403,Fashion,1
5403,Sports,1
5405,Books,1
5405,Fashion,1
5405,Toys,5
5406,Books,1
5406,Home & Kitchen,1
5408,Beauty,1
5408,Books,9
5409,Beauty,3
5409,Books,4
5409,Electronics,1
5409,Sports,1
5409,Toys,2
5410,Electronics,4
5410,Fashion,3
5411,Beauty,1
5411,Books,1
5411,Sports,3
5411,Toys,1
5412,Fashion,2
5413,Sports,1
5415,Beauty,1
5415,Books,2
5415,Fashion,1
5415,Toys,2
5416,Fashion,1
5417,Beauty,1
5418,Books,1
5419,Books,1
5419,Electronics,2
5419,Fashion,2
5419,Home & Kitchen,1
5419,Toys,1
5420,Beauty,4
5420,Books,1
5420,Fashion,1
5420,Sports,1
5421,Books,4
5423,Electronics,1
5423,Fashion,1
5424,Electronics,1
5425,Beauty,1
5425,Home & Kitchen,1
5426,Books,1
5426,Sports,1
5426,Toys,4
5427,Fashion,4
5428,Beauty,4
5428,Toys,3
5429,Books,6
5429,Fashion,2
5429,Sports,5
5429,Toys,1
5431,Beauty,1
5431,Fashion,1
5431,Toys,1
5433,Fashion,1
5434,Electronics,1
5434,Fashion,1
5434,Toys,2
5435,Beauty,1
5435,Books,1
5435,Home & Kitchen,1
5435,Sports,1
5435,Toys,2
5436,Books,1
5436,Fashion,1
5438,Beauty,1
5438,Books,1
5438,Fashion,2
5439,Books,1
5439,Fashion,1
5439,Sports,1
5439,Toys,4
5441,Books,3
5441,Electronics,1
5441,Fashion,1
5441,Toys,1
5443,Beauty,1
5443,Fashion,3
5443,Home & Kitchen,1
5444,Books,1
5444,Fashion,1
5444,Toys,4
5446,Books,9
5447,Books,1
5447,Fashion,2
5447,Sports,2
5447,Toys,6
5448,Sports,1
5448,Toys,1
5449,Books,2
5449,Fashion,3
5449,Toys,1
5450,Beauty,2
5450,Fashion,5
5450,Home & Kitchen,1
5450,Sports,3
5452,Beauty,2
5452,Books,1
5453,Beauty,1
5455,Fashion,2
5455,Home & Kitchen,1
5456,Books,1
5456,Electronics,2
5456,Fashion,1
5457,Books,2
5457,Electronics,1
5457,Sports,3
5459,Fashion,2
5459,Home & Kitchen,1
5459,Toys,1
5460,Fashion,1
5460,Home & Kitchen,1
5460,Sports,2
5460,Toys,5
5462,Beauty,2
5462,Home & Kitchen,1
5462,Toys,1
5463,Beauty,1
5463,Fashion,2
5464,Beauty,1
5464,Books,1
5467,Electronics,1
5467,Sports,2
5468,Sports,1
5469,Books,1
5469,Electronics,1
5469,Fashion,4
5470,Beauty,5
5470,Books,4
5470,Sports,1
5473,Books,2
5473,Sports,1
5475,Beauty,1
5475,Books,2
5475,Fashion,3
5476,Sports,3
5478,Beauty,2
5479,Beauty,6
5479,Books,2
5481,Beauty,11
5481,Toys,2
5483,Toys,2
5484,Home & Kitchen,3
5485,Books,1
5485,Fashion,2
5485,Home & Kitchen,1
5486,Books,5
5486,Electronics,2
5486,Fashion,3
5487,Toys,3
5489,Electronics,1
5489,Fashion,1
5489,Sports,1
5490,Home & Kitchen,3
5492,Toys,2
5493,Books,1
5493,Home & Kitchen,1
5493,Toys,3
5494,Home & Kitchen,2
5494,Toys,2
5495,Books,1
5495,Home & Kitchen,1
5497,Books,5
5497,Toys,1
5498,Fashion,1
5498,Home & Kitchen,6
5498,Sports,9
5499,Books,3
5499,Sports,1
5500,Electronics,1
5501,Electronics,1
5501,Sports,1
5501,Toys,2
5502,Books,1
5503,Electronics,1
5503,Fashion,1
5503,Sports,4
5505,Beauty,6
5505,Books,1
5505,Fashion,1
5505,Home & Kitchen,2
5505,Sports,1
5506,Books,1
5506,Home & Kitchen,4
5506,Toys,1
5507,Beauty,1
5507,Sports,1
5508,Books,1
5508,Toys,1
5509,Sports,6
5511,Beauty,1
5511,Fashion,1
5512,Electronics,1
5514,Beauty,1
5514,Toys,1
5516,Books,1
5516,Fashion,1
5516,Home & Kitchen,2
5517,Fashion,1
5518,Beauty,4
5518,Books,2
5518,Electronics,1
5518,Home & Kitchen,1
5518,Sports,1
5518,Toys,2
5519,Electronics,1
5519,Toys,1
5520,Toys,4
5521,Beauty,3
5521,Books,2
5521,Toys,1
5523,Beauty,1
5523,Books,2
5523,Fashion,2
5523,Toys,1
5524,Books,1
5525,Home & Kitchen,2
5525,Toys,2
5526,Beauty,7
5526,Books,1
5526,Toys,2
5527,Electronics,1
5530,Sports,2
5531,Fashion,3
5532,Beauty,3
5532,Fashion,2
5533,Beauty,1
5533,Books,1
5533,Toys,1
5534,Books,1
5534,Fashion,1
5535,Books,1
5535,Sports,1
5535,Toys,2
5536,Home & Kitchen,1
5537,Beauty,3
5538,Electronics,3
5539,Books,1
5539,Fashion,3
5539,Home & Kitchen,2
5539,Sports,1
5543,Fashion,1
5543,Home & Kitchen,3
5543,Toys,1
5544,Electronics,3
5544,Fashion,2
5544,Sports,3
5545,Books,1
5545,Fashion,1
5545,Home & Kitchen,1
5545,Toys,7
5546,Beauty,1
5546,Books,1
5547,Sports,1
5548,Electronics,1
5548,Fashion,1
5549,Books,2
5549,Electronics,1
5549,Home & Kitchen,2
5550,Fashion,4
5550,Home & Kitchen,1
5550,Toys,1
5551,Books,1
5552,Toys,3
5554,Beauty,1
5554,Fashion,1
5554,Home & Kitchen,2
5554,Toys,3
5555,Books,7
5555,Fashion,1
5555,Home & Kitchen,2
5555,Toys,3
5556,Books,8
5558,Books,1
5558,Electronics,1
5559,Electronics,1
5559,Fashion,3
5559,Home & Kitchen,1
5559,Toys,1
5561,Books,1
5561,Sports,2
5562,Fashion,1
5563,Beauty,2
5563,Books,4
5563,Home & Kitchen,1
5563,Sports,2
5564,Books,1
5564,Fashion,1
5564,Home & Kitchen,1
5564,Sports,4
5565,Electronics,1
5565,Sports,1
5566,Beauty,3
5566,Books,4
5566,Electronics,1
5566,Fashion,1
5566,Home & Kitchen,1
5566,Toys,2
5567,Beauty,1
5568,Beauty,1
5570,Beauty,5
5570,Books,3
5570,Sports,2
5570,Toys,1
5571,Beauty,1
5571,Books,1
5571,Fashion,1
5571,Sports,1
5571,Toys,2
5572,Books,1
5572,Sports,4
5572,Toys,4
5573,Beauty,1
5573,Toys,1
5574,Beauty,1
5574,Books,2
5574,Home & Kitchen,4
5575,Fashion,1
5575,Sports,1
5576,Fashion,1
5576,Home & Kitchen,1
5576,Sports,2
5577,Toys,1
5578,Beauty,1
5578,Sports,2
5578,Toys,3
5579,Fashion,1
5579,Home & Kitchen,1
5579,Toys,4
5580,Books,4
5580,Fashion,1
5580,Home & Kitchen,1
5581,Home & Kitchen,1
5581,Sports,4
5581,Toys,1
5582,Home & Kitchen,1
5583,Fashion,1
5584,Beauty,2
5584,Home & Kitchen,2
5584,Sports,4
5585,Beauty,3
5585,Books,1
5585,Toys,1
5586,Beauty,3
5586,Books,1
5586,Fashion,1
5587,Books,1
5587,Fashion,1
5587,Sports,2
5587,Toys,2
5588,Beauty,1
5588,Books,2
5588,Electronics,1
5588,Toys,3
5590,Beauty,1
5590,Fashion,2
5590,Sports,2
5590,Toys,1
5591,Books,6
5592,Beauty,1
5592,Electronics,6
5592,Fashion,2
5592,Sports,4
5593,Toys,2
5594,Home & Kitchen,6
5595,Electronics,3
5596,Beauty,1
5596,Home & Kitchen,1
5596,Sports,1
5596,Toys,1
5599,Beauty,1
5599,Books,3
5599,Home & Kitchen,1
5600,Beauty,4
5600,Books,1
5601,Beauty,1
5601,Books,1
5601,Fashion,1
5601,Toys,1
5602,Beauty,3
5602,Electronics,1
5602,Sports,1
5604,Beauty,1
5604,Books,1
5604,Toys,5
5605,Beauty,1
5605,Books,7
5605,Electronics,1
5605,Sports,1
5606,Home & Kitchen,1
5607,Books,1
5608,Beauty,1
5608,Sports,1
5609,Books,1
5609,Home & Kitchen,1
5609,Sports,1
5610,Beauty,1
5610,Sports,1
5610,Toys,1
5611,Books,3
5612,Beauty,1
5612,Toys,1
5613,Beauty,1
5613,Books,2
5613,Toys,1
5614,Books,1
5614,Home & Kitchen,1
5614,Sports,4
5615,Beauty,3
5615,Books,1
5616,Beauty,1
5616,Toys,4
5617,Beauty,2
5618,Electronics,1
5618,Sports,1
5619,Books,9
5621,Beauty,1
5622,Books,2
