review_id,order_id,product_id,rating,review_text,review_time,duygu,guven,yildiz,compound
1528,4685,1082,4,Good value for money!,2023-05-09,positive,0.822,5,0.68
1529,4689,214,5,"Excellent product, highly recommend!",2021-12-09,positive,0.861,5,0.7773
1530,4690,845,5,"Excellent product, highly recommend!",2020-11-28,positive,0.861,5,0.7773
1531,4694,991,3,Okay overall.,2022-03-16,neutral,0.641,3,0.2263
1532,4696,791,4,Good value for money!,2020-12-25,positive,0.822,5,0.68
1533,4696,712,5,"Excellent product, highly recommend!",2024-04-16,positive,0.861,5,0.7773
1534,4696,733,4,Good value for money!,2020-05-06,positive,0.822,5,0.68
1535,4712,872,4,Good value for money!,2021-02-09,positive,0.822,5,0.68
1536,4719,213,4,Good value for money!,2021-05-07,positive,0.822,5,0.68
1537,4719,1143,1,"Very disappointed, would not buy again.",2020-10-22,negative,0.76,1,-0.5256
1538,4721,1185,5,"Excellent product, highly recommend!",2022-05-09,positive,0.861,5,0.7773
1539,4721,94,3,Okay overall.,2022-10-27,neutral,0.641,3,0.2263
1540,4721,1045,5,"Excellent product, highly recommend!",2022-02-17,positive,0.861,5,0.7773
1541,4723,695,5,"Excellent product, highly recommend!",2024-10-13,positive,0.861,5,0.7773
1542,4723,818,5,"Excellent product, highly recommend!",2021-04-07,positive,0.861,5,0.7773
1543,4723,795,5,"Excellent product, highly recommend!",2023-05-26,positive,0.861,5,0.7773
1544,4730,668,3,Okay overall.,2020-12-31,neutral,0.641,3,0.2263
1545,4734,84,5,"Excellent product, highly recommend!",2021-01-25,positive,0.861,5,0.7773
1546,4734,910,3,Okay overall.,2021-09-21,neutral,0.641,3,0.2263
1547,4756,466,2,Not great quality.,2022-09-12,negative,0.754,1,-0.5096
1548,4756,212,4,Good value for money!,2023-07-06,positive,0.822,5,0.68
1549,4756,906,5,"Excellent product, highly recommend!",2024-12-17,positive,0.861,5,0.7773
1550,4761,991,5,"Excellent product, highly recommend!",2020-08-17,positive,0.861,5,0.7773
1551,4761,1010,4,Good value for money!,2023-02-16,positive,0.822,5,0.68
1552,4761,929,5,"Excellent product, highly recommend!",2025-10-03,positive,0.861,5,0.7773
1553,4762,358,5,"Excellent product, highly recommend!",2024-06-18,positive,0.861,5,0.7773
1554,4767,751,3,Okay overall.,2021-09-29,neutral,0.641,3,0.2263
1555,4771,206,5,"Excellent product, highly recommend!",2024-09-30,positive,0.861,5,0.7773
1556,4774,457,4,Good value for money!,2022-11-27,positive,0.822,5,0.68
1557,4774,203,5,"Excellent product, highly recommend!",2020-12-17,positive,0.861,5,0.7773
1558,4775,883,2,Not great quality.,2022-10-30,negative,0.754,1,-0.5096
1559,4775,1014,5,"Excellent product, highly recommend!",2025-02-11,positive,0.861,5,0.7773
1560,4775,916,2,Not great quality.,2022-07-09,negative,0.754,1,-0.5096
1561,4777,777,5,"Excellent product, highly recommend!",2020-12-09,positive,0.861,5,0.7773
1562,4777,543,5,"Excellent product, highly recommend!",2023-05-08,positive,0.861,5,0.7773
1563,4779,1108,3,Okay overall.,2025-04-04,neutral,0.641,3,0.2263
1564,4779,929,3,Okay overall.,2025-06-16,neutral,0.641,3,0.2263
1565,4779,1051,3,Okay overall.,2020-01-30,neutral,0.641,3,0.2263
1566,4779,684,4,Good value for money!,2025-09-01,positive,0.822,5,0.68
1567,4786,1021,3,Okay overall.,2024-09-10,neutral,0.641,3,0.2263
1568,4786,877,4,Good value for money!,2022-08-02,positive,0.822,5,0.68
1569,4786,926,1,"Very disappointed, would not buy again.",2024-11-22,negative,0.76,1,-0.5256
1570,4805,676,3,Okay overall.,2023-11-17,neutral,0.641,3,0.2263
1571,4810,1005,4,Good value for money!,2021-09-13,positive,0.822,5,0.68
1572,4816,954,5,"Excellent product, highly recommend!",2022-07-08,positive,0.861,5,0.7773
1573,4816,747,4,Good value for money!,2025-07-16,positive,0.822,5,0.68
1574,4818,416,5,"Excellent product, highly recommend!",2021-03-09,positive,0.861,5,0.7773
1575,4818,377,5,"Excellent product, highly recommend!",2023-04-10,positive,0.861,5,0.7773
1576,4818,379,4,Good value for money!,2024-05-05,positive,0.822,5,0.68
1577,4828,952,4,Good value for money!,2022-04-19,positive,0.822,5,0.68
1578,4828,495,4,Good value for money!,2023-10-25,positive,0.822,5,0.68
1579,4834,961,5,"Excellent product, highly recommend!",2025-01-11,positive,0.861,5,0.7773
1580,4844,636,4,Good value for money!,2022-10-12,positive,0.822,5,0.68
1581,4844,769,3,Okay overall.,2025-06-21,neutral,0.641,3,0.2263
1582,4853,868,4,Good value for money!,2022-07-02,positive,0.822,5,0.68
1583,4853,567,5,"Excellent product, highly recommend!",2023-05-14,positive,0.861,5,0.7773
1584,4860,881,5,"Excellent product, highly recommend!",2025-01-18,positive,0.861,5,0.7773
1585,4860,973,5,"Excellent product, highly recommend!",2020-08-17,positive,0.861,5,0.7773
1586,4863,877,5,"Excellent product, highly recommend!",2025-04-30,positive,0.861,5,0.7773
1587,4863,494,5,"Excellent product, highly recommend!",2021-04-02,positive,0.861,5,0.7773
1588,4867,1119,4,Good value for money!,2025-03-11,positive,0.822,5,0.68
1589,4871,458,4,Good value for money!,2023-01-27,positive,0.822,5,0.68
1590,4876,538,3,Okay overall.,2025-08-30,neutral,0.641,3,0.2263
1591,4895,154,4,Good value for money!,2023-12-13,positive,0.822,5,0.68
1592,4895,123,4,Good value for money!,2022-08-21,positive,0.822,5,0.68
1593,4899,762,5,"Excellent product, highly recommend!",2023-04-24,positive,0.861,5,0.7773
1594,4913,441,3,Okay overall.,2021-06-06,neutral,0.641,3,0.2263
1595,4914,702,3,Okay overall.,2022-09-26,neutral,0.641,3,0.2263
1596,4914,821,4,Good value for money!,2025-02-24,positive,0.822,5,0.68
1597,4914,678,5,"Excellent product, highly recommend!",2023-01-17,positive,0.861,5,0.7773
1598,4925,95,4,Good value for money!,2024-09-11,positive,0.822,5,0.68
1599,4925,564,5,"Excellent product, highly recommend!",2023-09-06,positive,0.861,5,0.7773
1600,4925,1151,3,Okay overall.,2024-08-11,neutral,0.641,3,0.2263
1601,4926,474,4,Good value for money!,2025-07-02,positive,0.822,5,0.68
1602,4934,679,3,Okay overall.,2021-10-07,neutral,0.641,3,0.2263
1603,4935,464,5,"Excellent product, highly recommend!",2021-11-10,positive,0.861,5,0.7773
1604,4941,863,1,"Very disappointed, would not buy again.",2020-01-16,negative,0.76,1,-0.5256
1605,4954,665,5,"Excellent product, highly recommend!",2025-05-20,positive,0.861,5,0.7773
1606,4962,670,3,Okay overall.,2022-07-18,neutral,0.641,3,0.2263
1607,4964,698,1,"Very disappointed, would not buy again.",2023-12-28,negative,0.76,1,-0.5256
1608,4964,352,5,"Excellent product, highly recommend!",2021-09-03,positive,0.861,5,0.7773
1609,4964,666,5,"Excellent product, highly recommend!",2021-01-17,positive,0.861,5,0.7773
1610,4975,982,1,"Very disappointed, would not buy again.",2024-02-07,negative,0.76,1,-0.5256
1611,4975,938,5,"Excellent product, highly recommend!",2020-05-20,positive,0.861,5,0.7773
1612,4979,360,5,"Excellent product, highly recommend!",2020-04-17,positive,0.861,5,0.7773
1613,4983,1106,5,"Excellent product, highly recommend!",2024-05-11,positive,0.861,5,0.7773
1614,4983,371,5,"Excellent product, highly recommend!",2021-02-23,positive,0.861,5,0.7773
1615,4983,1145,1,"Very disappointed, would not buy again.",2020-06-22,negative,0.76,1,-0.5256
1616,4989,504,5,"Excellent product, highly recommend!",2022-12-28,positive,0.861,5,0.7773
1617,4989,817,5,"Excellent product, highly recommend!",2020-12-18,positive,0.861,5,0.7773
1618,4989,957,4,Good value for money!,2025-08-06,positive,0.822,5,0.68
1619,4990,357,5,"Excellent product, highly recommend!",2021-04-11,positive,0.861,5,0.7773
1620,4994,1059,4,Good value for money!,2025-09-13,positive,0.822,5,0.68
1621,4996,948,4,Good value for money!,2021-08-20,positive,0.822,5,0.68
1622,4998,1123,4,Good value for money!,2021-04-28,positive,0.822,5,0.68
1623,4998,1059,2,Not great quality.,2023-02-16,negative,0.754,1,-0.5096
1624,5001,765,1,"Very disappointed, would not buy again.",2024-07-05,negative,0.76,1,-0.5256
1625,5001,571,3,Okay overall.,2023-09-13,neutral,0.641,3,0.2263
1626,5005,588,5,"Excellent product, highly recommend!",2023-02-20,positive,0.861,5,0.7773
1627,5006,575,5,"Excellent product, highly recommend!",2023-08-17,positive,0.861,5,0.7773
1628,5017,1139,2,Not great quality.,2020-11-24,negative,0.754,1,-0.5096
1629,5017,471,4,Good value for money!,2024-09-05,positive,0.822,5,0.68
1630,5020,387,2,Not great quality.,2025-10-14,negative,0.754,1,-0.5096
1631,5020,978,5,"Excellent product, highly recommend!",2021-04-10,positive,0.861,5,0.7773
1632,5020,424,4,Good value for money!,2021-10-02,positive,0.822,5,0.68
1633,5025,944,4,Good value for money!,2022-03-07,positive,0.822,5,0.68
1634,5025,1123,3,Okay overall.,2024-09-18,neutral,0.641,3,0.2263
1635,5026,543,2,Not great quality.,2021-03-11,negative,0.754,1,-0.5096
1636,5026,1099,4,Good value for money!,2024-04-17,positive,0.822,5,0.68
1637,5026,899,4,Good value for money!,2020-12-20,positive,0.822,5,0.68
1638,5034,463,5,"Excellent product, highly recommend!",2023-03-23,positive,0.861,5,0.7773
1639,5039,446,3,Okay overall.,2021-04-03,neutral,0.641,3,0.2263
1640,5043,415,5,"Excellent product, highly recommend!",2021-12-18,positive,0.861,5,0.7773
1641,5043,445,4,Good value for money!,2024-11-26,positive,0.822,5,0.68
1642,5049,258,5,"Excellent product, highly recommend!",2023-11-27,positive,0.861,5,0.7773
1643,5057,1043,5,"Excellent product, highly recommend!",2020-05-03,positive,0.861,5,0.7773
1644,5057,438,1,"Very disappointed, would not buy again.",2022-04-27,negative,0.76,1,-0.5256
1645,5057,1033,3,Okay overall.,2020-08-18,neutral,0.641,3,0.2263
1646,5061,464,4,Good value for money!,2025-01-11,positive,0.822,5,0.68
1647,5062,601,4,Good value for money!,2025-05-05,positive,0.822,5,0.68
1648,5062,579,5,"Excellent product, highly recommend!",2023-04-16,positive,0.861,5,0.7773
1649,5068,731,4,Good value for money!,2025-08-26,positive,0.822,5,0.68
1650,5071,330,3,Okay overall.,2024-11-19,neutral,0.641,3,0.2263
1651,5087,1143,4,Good value for money!,2020-05-11,positive,0.822,5,0.68
1652,5087,683,4,Good value for money!,2024-11-07,positive,0.822,5,0.68
1653,5091,567,4,Good value for money!,2022-08-20,positive,0.822,5,0.68
1654,5091,967,5,"Excellent product, highly recommend!",2020-07-12,positive,0.861,5,0.7773
1655,5091,198,4,Good value for money!,2021-12-19,positive,0.822,5,0.68
1656,5096,891,5,"Excellent product, highly recommend!",2020-07-08,positive,0.861,5,0.7773
1657,5101,327,3,Okay overall.,2025-05-31,neutral,0.641,3,0.2263
1658,5101,381,4,Good value for money!,2024-06-16,positive,0.822,5,0.68
1659,5103,1178,2,Not great quality.,2024-07-29,negative,0.754,1,-0.5096
1660,5103,1170,5,"Excellent product, highly recommend!",2025-08-16,positive,0.861,5,0.7773
1661,5105,60,5,"Excellent product, highly recommend!",2022-08-20,positive,0.861,5,0.7773
1662,5105,268,4,Good value for money!,2023-04-17,positive,0.822,5,0.68
1663,5109,37,3,Okay overall.,2021-07-16,neutral,0.641,3,0.2263
1664,5114,84,4,Good value for money!,2020-02-29,positive,0.822,5,0.68
1665,5114,103,4,Good value for money!,2023-06-23,positive,0.822,5,0.68
1666,5114,1031,3,Okay overall.,2025-10-03,neutral,0.641,3,0.2263
1667,5118,298,2,Not great quality.,2024-06-23,negative,0.754,1,-0.5096
1668,5118,208,3,Okay overall.,2022-02-23,neutral,0.641,3,0.2263
1669,5130,1075,5,"Excellent product, highly recommend!",2024-10-11,positive,0.861,5,0.7773
1670,5130,1161,4,Good value for money!,2024-06-14,positive,0.822,5,0.68
1671,5130,1092,2,Not great quality.,2020-06-07,negative,0.754,1,-0.5096
1672,5130,1132,4,Good value for money!,2024-09-01,positive,0.822,5,0.68
1673,5136,827,4,Good value for money!,2020-02-29,positive,0.822,5,0.68
1674,5136,831,5,"Excellent product, highly recommend!",2022-09-14,positive,0.861,5,0.7773
1675,5139,1080,2,Not great quality.,2025-07-15,negative,0.754,1,-0.5096
1676,5139,875,1,"Very disappointed, would not buy again.",2020-09-16,negative,0.76,1,-0.5256
1677,5139,565,3,Okay overall.,2023-08-21,neutral,0.641,3,0.2263
1678,5150,509,4,Good value for money!,2021-03-24,positive,0.822,5,0.68
1679,5150,1050,5,"Excellent product, highly recommend!",2025-04-01,positive,0.861,5,0.7773
1680,5155,363,2,Not great quality.,2023-10-08,negative,0.754,1,-0.5096
1681,5155,988,4,Good value for money!,2023-03-08,positive,0.822,5,0.68
1682,5155,986,2,Not great quality.,2023-06-25,negative,0.754,1,-0.5096
1683,5158,636,5,"Excellent product, highly recommend!",2025-03-22,positive,0.861,5,0.7773
1684,5158,1056,5,"Excellent product, highly recommend!",2023-05-07,positive,0.861,5,0.7773
1685,5158,243,3,Okay overall.,2021-03-16,neutral,0.641,3,0.2263
1686,5159,758,5,"Excellent product, highly recommend!",2024-06-14,positive,0.861,5,0.7773
1687,5160,671,3,Okay overall.,2025-03-30,neutral,0.641,3,0.2263
1688,5170,943,4,Good value for money!,2022-03-21,positive,0.822,5,0.68
1689,5170,1081,5,"Excellent product, highly recommend!",2024-11-06,positive,0.861,5,0.7773
1690,5170,980,2,Not great quality.,2021-04-01,negative,0.754,1,-0.5096
1691,5173,914,4,Good value for money!,2023-07-16,positive,0.822,5,0.68
1692,5173,176,4,Good value for money!,2022-11-02,positive,0.822,5,0.68
1693,5173,764,3,Okay overall.,2023-07-29,neutral,0.641,3,0.2263
1694,5173,275,2,Not great quality.,2025-09-13,negative,0.754,1,-0.5096
1695,5178,479,1,"Very disappointed, would not buy again.",2020-03-27,negative,0.76,1,-0.5256
1696,5184,988,3,Okay overall.,2020-08-02,neutral,0.641,3,0.2263
1697,5184,943,4,Good value for money!,2020-07-25,positive,0.822,5,0.68
1698,5186,277,4,Good value for money!,2024-08-30,positive,0.822,5,0.68
1699,5188,918,4,Good value for money!,2020-08-29,positive,0.822,5,0.68
1700,5191,999,4,Good value for money!,2020-03-24,positive,0.822,5,0.68
1701,5198,491,3,Okay overall.,2021-12-26,neutral,0.641,3,0.2263
1702,5207,908,3,Okay overall.,2024-08-29,neutral,0.641,3,0.2263
1703,5207,713,3,Okay overall.,2020-07-31,neutral,0.641,3,0.2263
1704,5212,469,4,Good value for money!,2024-07-19,positive,0.822,5,0.68
1705,5212,250,4,Good value for money!,2021-02-22,positive,0.822,5,0.68
1706,5215,1047,4,Good value for money!,2025-07-11,positive,0.822,5,0.68
1707,5215,891,5,"Excellent product, highly recommend!",2024-08-23,positive,0.861,5,0.7773
1708,5215,5,5,"Excellent product, highly recommend!",2023-02-04,positive,0.861,5,0.7773
1709,5222,1010,5,"Excellent product, highly recommend!",2020-01-12,positive,0.861,5,0.7773
1710,5223,94,3,Okay overall.,2024-08-22,neutral,0.641,3,0.2263
1711,5223,139,3,Okay overall.,2025-01-27,neutral,0.641,3,0.2263
1712,5226,1090,2,Not great quality.,2020-09-19,negative,0.754,1,-0.5096
1713,5231,208,4,Good value for money!,2024-03-20,positive,0.822,5,0.68
1714,5231,205,3,Okay overall.,2022-03-22,neutral,0.641,3,0.2263
1715,5231,560,4,Good value for money!,2024-04-05,positive,0.822,5,0.68
1716,5233,878,5,"Excellent product, highly recommend!",2024-03-19,positive,0.861,5,0.7773
1717,5242,1050,2,Not great quality.,2021-06-17,negative,0.754,1,-0.5096
1718,5242,919,5,"Excellent product, highly recommend!",2022-04-15,positive,0.861,5,0.7773
1719,5243,647,5,"Excellent product, highly recommend!",2024-09-26,positive,0.861,5,0.7773
1720,5262,83,4,Good value for money!,2021-10-12,positive,0.822,5,0.68
1721,5266,923,4,Good value for money!,2020-07-24,positive,0.822,5,0.68
1722,5266,427,3,Okay overall.,2021-07-08,neutral,0.641,3,0.2263
1723,5283,225,5,"Excellent product, highly recommend!",2024-03-16,positive,0.861,5,0.7773
1724,5297,1012,2,Not great quality.,2021-11-29,negative,0.754,1,-0.5096
1725,5297,944,5,"Excellent product, highly recommend!",2025-03-12,positive,0.861,5,0.7773
1726,5305,1041,3,Okay overall.,2024-09-14,neutral,0.641,3,0.2263
1727,5305,765,3,Okay overall.,2020-01-29,neutral,0.641,3,0.2263
1728,5310,842,4,Good value for money!,2023-10-19,positive,0.822,5,0.68
1729,5312,978,4,Good value for money!,2020-05-07,positive,0.822,5,0.68
1730,5323,1152,2,Not great quality.,2022-07-10,negative,0.754,1,-0.5096
1731,5327,1070,4,Good value for money!,2020-08-29,positive,0.822,5,0.68
1732,5328,939,5,"Excellent product, highly recommend!",2024-11-03,positive,0.861,5,0.7773
1733,5328,1004,3,Okay overall.,2021-02-11,neutral,0.641,3,0.2263
1734,5331,1048,4,Good value for money!,2023-12-22,positive,0.822,5,0.68
1735,5339,930,3,Okay overall.,2020-01-04,neutral,0.641,3,0.2263
1736,5339,290,4,Good value for money!,2024-07-01,positive,0.822,5,0.68
1737,5340,947,3,Okay overall.,2020-12-10,neutral,0.641,3,0.2263
1738,5341,1118,3,Okay overall.,2024-11-08,neutral,0.641,3,0.2263
1739,5341,215,3,Okay overall.,2024-10-24,neutral,0.641,3,0.2263
1740,5341,872,4,Good value for money!,2020-02-01,positive,0.822,5,0.68
1741,5343,747,5,"Excellent product, highly recommend!",2023-03-04,positive,0.861,5,0.7773
1742,5343,1070,3,Okay overall.,2022-06-22,neutral,0.641,3,0.2263
1743,5343,282,4,Good value for money!,2023-09-07,positive,0.822,5,0.68
1744,5348,879,3,Okay overall.,2020-08-27,neutral,0.641,3,0.2263
1745,5348,917,5,"Excellent product, highly recommend!",2020-04-11,positive,0.861,5,0.7773
1746,5349,1069,1,"Very disappointed, would not buy again.",2025-05-30,negative,0.76,1,-0.5256
1747,5349,1081,3,Okay overall.,2025-04-16,neutral,0.641,3,0.2263
1748,5349,1115,5,"Excellent product, highly recommend!",2025-01-28,positive,0.861,5,0.7773
1749,5349,1082,4,Good value for money!,2024-12-13,positive,0.822,5,0.68
1750,5352,463,3,Okay overall.,2023-12-25,neutral,0.641,3,0.2263
1751,5352,634,5,"Excellent product, highly recommend!",2025-04-08,positive,0.861,5,0.7773
1752,5352,107,5,"Excellent product, highly recommend!",2020-10-05,positive,0.861,5,0.7773
1753,5365,386,5,"Excellent product, highly recommend!",2024-06-07,positive,0.861,5,0.7773
1754,5369,132,5,"Excellent product, highly recommend!",2020-02-12,positive,0.861,5,0.7773
1755,5369,1170,2,Not great quality.,2025-01-23,negative,0.754,1,-0.5096
1756,5369,783,5,"Excellent product, highly recommend!",2023-07-31,positive,0.861,5,0.7773
1757,5372,423,5,"Excellent product, highly recommend!",2021-07-21,positive,0.861,5,0.7773
1758,5373,1038,4,Good value for money!,2021-12-10,positive,0.822,5,0.68
1759,5375,487,5,"Excellent product, highly recommend!",2022-11-02,positive,0.861,5,0.7773
1760,5375,1016,5,"Excellent product, highly recommend!",2024-05-13,positive,0.861,5,0.7773
1761,5378,1027,3,Okay overall.,2025-05-03,neutral,0.641,3,0.2263
1762,5383,582,3,Okay overall.,2025-09-11,neutral,0.641,3,0.2263
1763,5383,379,3,Okay overall.,2021-04-22,neutral,0.641,3,0.2263
1764,5386,999,4,Good value for money!,2025-03-11,positive,0.822,5,0.68
1765,5386,873,5,"Excellent product, highly recommend!",2023-05-16,positive,0.861,5,0.7773
1766,5397,866,3,Okay overall.,2024-10-29,neutral,0.641,3,0.2263
1767,5397,1005,5,"Excellent product, highly recommend!",2020-01-25,positive,0.861,5,0.7773
1768,5397,947,1,"Very disappointed, would not buy again.",2023-01-19,negative,0.76,1,-0.5256
1769,5399,150,4,Good value for money!,2022-11-26,positive,0.822,5,0.68
1770,5404,183,4,Good value for money!,2020-01-25,positive,0.822,5,0.68
1771,5407,365,5,"Excellent product, highly recommend!",2020-05-26,positive,0.861,5,0.7773
1772,5410,457,5,"Excellent product, highly recommend!",2025-03-05,positive,0.861,5,0.7773
1773,5410,395,4,Good value for money!,2025-04-24,positive,0.822,5,0.68
1774,5414,1063,3,Okay overall.,2023-08-31,neutral,0.641,3,0.2263
1775,5414,925,4,Good value for money!,2021-12-28,positive,0.822,5,0.68
1776,5414,729,3,Okay overall.,2021-12-04,neutral,0.641,3,0.2263
1777,5416,458,3,Okay overall.,2025-07-02,neutral,0.641,3,0.2263
1778,5416,420,5,"Excellent product, highly recommend!",2020-10-02,positive,0.861,5,0.7773
1779,5419,233,4,Good value for money!,2024-03-02,positive,0.822,5,0.68
1780,5421,7,5,"Excellent product, highly recommend!",2023-07-31,positive,0.861,5,0.7773
1781,5422,987,2,Not great quality.,2025-03-11,negative,0.754,1,-0.5096
1782,5422,976,3,Okay overall.,2024-12-31,neutral,0.641,3,0.2263
1783,5422,894,4,Good value for money!,2024-07-27,positive,0.822,5,0.68
1784,5425,938,4,Good value for money!,2022-04-11,positive,0.822,5,0.68
1785,5429,203,5,"Excellent product, highly recommend!",2022-08-06,positive,0.861,5,0.7773
1786,5429,183,5,"Excellent product, highly recommend!",2025-08-29,positive,0.861,5,0.7773
1787,5443,743,3,Okay overall.,2025-08-28,neutral,0.641,3,0.2263
1788,5443,849,2,Not great quality.,2022-05-07,negative,0.754,1,-0.5096
1789,5452,484,4,Good value for money!,2024-08-28,positive,0.822,5,0.68
1790,5452,836,3,Okay overall.,2023-10-21,neutral,0.641,3,0.2263
1791,5454,476,3,Okay overall.,2024-10-02,neutral,0.641,3,0.2263
1792,5454,400,4,Good value for money!,2025-03-01,positive,0.822,5,0.68
1793,5460,537,5,"Excellent product, highly recommend!",2021-05-31,positive,0.861,5,0.7773
1794,5464,366,4,Good value for money!,2021-03-20,positive,0.822,5,0.68
1795,5464,504,5,"Excellent product, highly recommend!",2022-02-05,positive,0.861,5,0.7773
1796,5467,416,5,"Excellent product, highly recommend!",2025-09-21,positive,0.861,5,0.7773
1797,5467,377,4,Good value for money!,2023-01-19,positive,0.822,5,0.68
1798,5467,460,4,Good value for money!,2021-10-31,positive,0.822,5,0.68
1799,5468,848,4,Good value for money!,2023-07-30,positive,0.822,5,0.68
1800,5472,1144,3,Okay overall.,2025-07-18,neutral,0.641,3,0.2263
1801,5472,1194,5,"Excellent product, highly recommend!",2023-04-30,positive,0.861,5,0.7773
1802,5472,780,2,Not great quality.,2021-06-01,negative,0.754,1,-0.5096
1803,5505,373,2,Not great quality.,2021-08-21,negative,0.754,1,-0.5096
1804,5505,405,4,Good value for money!,2023-09-30,positive,0.822,5,0.68
1805,5505,447,5,"Excellent product, highly recommend!",2024-05-04,positive,0.861,5,0.7773
1806,5508,253,4,Good value for money!,2023-08-28,positive,0.822,5,0.68
1807,5511,765,5,"Excellent product, highly recommend!",2024-02-19,positive,0.861,5,0.7773
1808,5511,1170,5,"Excellent product, highly recommend!",2025-03-12,positive,0.861,5,0.7773
1809,5511,690,4,Good value for money!,2021-01-28,positive,0.822,5,0.68
1810,5517,401,5,"Excellent product, highly recommend!",2022-11-20,positive,0.861,5,0.7773
1811,5527,1193,3,Okay overall.,2022-12-05,neutral,0.641,3,0.2263
1812,5527,1037,4,Good value for money!,2021-05-13,positive,0.822,5,0.68
1813,5527,424,2,Not great quality.,2022-06-25,negative,0.754,1,-0.5096
1814,5537,103,4,Good value for money!,2024-09-29,positive,0.822,5,0.68
1815,5547,694,4,Good value for money!,2023-01-07,positive,0.822,5,0.68
1816,5549,870,3,Okay overall.,2024-08-06,neutral,0.641,3,0.2263
1817,5555,1194,5,"Excellent product, highly recommend!",2022-06-16,positive,0.861,5,0.7773
1818,5555,1070,2,Not great quality.,2024-11-16,negative,0.754,1,-0.5096
1819,5557,850,5,"Excellent product, highly recommend!",2022-01-26,positive,0.861,5,0.7773
1820,5557,921,4,Good value for money!,2024-06-12,positive,0.822,5,0.68
1821,5579,436,4,Good value for money!,2024-05-11,positive,0.822,5,0.68
1822,5585,1066,4,Good value for money!,2021-05-06,positive,0.822,5,0.68
1823,5586,919,4,Good value for money!,2021-12-12,positive,0.822,5,0.68
1824,5588,1110,5,"Excellent product, highly recommend!",2023-09-04,positive,0.861,5,0.7773
1825,5594,866,4,Good value for money!,2024-04-13,positive,0.822,5,0.68
1826,5595,414,5,"Excellent product, highly recommend!",2020-11-23,positive,0.861,5,0.7773
1827,5595,439,3,Okay overall.,2021-07-06,neutral,0.641,3,0.2263
1828,5596,792,4,Good value for money!,2022-09-17,positive,0.822,5,0.68
1829,5599,668,5,"Excellent product, highly recommend!",2025-05-22,positive,0.861,5,0.7773
1830,5599,1043,4,Good value for money!,2022-07-21,positive,0.822,5,0.68
1831,5599,575,5,"Excellent product, highly recommend!",2022-04-11,positive,0.861,5,0.7773
1832,5601,571,5,"Excellent product, highly recommend!",2024-07-07,positive,0.861,5,0.7773
1833,5601,782,1,"Very disappointed, would not buy again.",2025-02-28,negative,0.76,1,-0.5256
1834,5618,957,5,"Excellent product, highly recommend!",2022-08-24,positive,0.861,5,0.7773
1835,5621,845,5,"Excellent product, highly recommend!",2021-07-15,positive,0.861,5,0.7773
1836,5621,1018,4,Good value for money!,2022-05-18,positive,0.822,5,0.68
1837,5628,788,4,Good value for money!,2023-05-02,positive,0.822,5,0.68
1838,5628,624,5,"Excellent product, highly recommend!",2025-01-24,positive,0.861,5,0.7773
1839,5628,460,5,"Excellent product, highly recommend!",2023-08-09,positive,0.861,5,0.7773
1840,5629,439,5,"Excellent product, highly recommend!",2023-10-12,positive,0.861,5,0.7773
1841,5629,84,5,"Excellent product, highly recommend!",2021-10-04,positive,0.861,5,0.7773
1842,5629,876,5,"Excellent product, highly recommend!",2021-08-02,positive,0.861,5,0.7773
1843,5633,1084,3,Okay overall.,2025-10-12,neutral,0.641,3,0.2263
1844,5636,423,5,"Excellent product, highly recommend!",2023-01-12,positive,0.861,5,0.7773
1845,5636,293,4,Good value for money!,2024-08-24,positive,0.822,5,0.68
1846,5639,797,4,Good value for money!,2021-07-24,positive,0.822,5,0.68
1847,5643,270,5,"Excellent product, highly recommend!",2023-11-07,positive,0.861,5,0.7773
1848,5645,741,4,Good value for money!,2024-09-16,positive,0.822,5,0.68
1849,5646,195,5,"Excellent product, highly recommend!",2023-01-30,positive,0.861,5,0.7773
1850,5646,333,4,Good value for money!,2023-02-07,positive,0.822,5,0.68
1851,5660,389,3,Okay overall.,2020-06-14,neutral,0.641,3,0.2263
1852,5660,1121,5,"Excellent product, highly recommend!",2024-02-07,positive,0.861,5,0.7773
1853,5660,1123,4,Good value for money!,2021-11-03,positive,0.822,5,0.68
1854,5662,129,1,"Very disappointed, would not buy again.",2022-10-02,negative,0.76,1,-0.5256
1855,5666,533,5,"Excellent product, highly recommend!",2021-02-07,positive,0.861,5,0.7773
1856,5669,1099,4,Good value for money!,2024-06-14,positive,0.822,5,0.68
1857,5669,385,4,Good value for money!,2020-01-02,positive,0.822,5,0.68
1858,5670,889,5,"Excellent product, highly recommend!",2020-09-13,positive,0.861,5,0.7773
1859,5672,873,1,"Very disappointed, would not buy again.",2022-10-02,negative,0.76,1,-0.5256
1860,5672,982,5,"Excellent product, highly recommend!",2024-06-17,positive,0.861,5,0.7773
1861,5672,764,3,Okay overall.,2020-12-01,neutral,0.641,3,0.2263
1862,5672,910,2,Not great quality.,2022-08-09,negative,0.754,1,-0.5096
1863,5675,1158,5,"Excellent product, highly recommend!",2024-01-10,positive,0.861,5,0.7773
1864,5675,1092,5,"Excellent product, highly recommend!",2024-03-11,positive,0.861,5,0.7773
1865,5680,753,2,Not great quality.,2022-08-27,negative,0.754,1,-0.5096
1866,5680,758,2,Not great quality.,2024-05-04,negative,0.754,1,-0.5096
1867,5690,612,3,Okay overall.,2023-06-05,neutral,0.641,3,0.2263
